jcs-JobTitle href,jcs-JobTitle,css-1h7lukg,css-1ey0anm,css-1restlb,css-18z4q2i,css-o11dc0,css-o11dc0 (2),css-o11dc0 (3),mosaic-provider-jobcards-1f1q1js,css-18z4q2i (2),css-18z4q2i (3),more-items,ialbl,mosaic-provider-jobcards-1f1q1js (2),more_loc href,more_loc,css-1yxm164,css-16euvrx,css-1r2rz3d,css-19e4dnp,css-198i6pb,brandingLogo-image src,css-1restlb (2),css-dpbozm,css-dpbozm (2),css-1t13nic,css-19kaor0,css-19kaor0 (2),css-152qxwl,css-o11dc0 (4),more-items (2),css-14rqksf,css-o11dc0 (5),css-o11dc0 (6),css-o11dc0 (7),css-o11dc0 (8),css-o11dc0 (9)
https://www.indeed.com/rc/clk?jk=756832fd141a4ac7&bb=JM-mkRmk9DVVVhmukXKkxcOmIDoLN90yrOPYkif185K8yRboycrSCOSBVwsI_g-w60znkiWmHO3yZqaJ1gurZpSrNrgunizB4h_G-6T1o1mnYFqusy6_wsUuCSdgkDZ_&xkcb=SoBM67M356-jDNSgKB0JbzkdCdPP&fccid=b627ff1de9492760&vjs=3,Enterprise Data Scientist,VCU Health System,,"Richmond, VA 23294",Full-time,"The Enterprise Data Scientist is responsible for advanced analytics applying statistical, mathematical, and computational models to diverse datasets to solve…",Data,Scientist,Typically responds within 3 days,,,,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=7129b2a60eccdaeb&bb=JM-mkRmk9DVVVhmukXKkxZF_YIIOcocz7oql_tumo3U4zcr647Nz36AQE9jBtw6aCO-77gQNO-tEjeunuA_GAy7lBZNTtPGgoVqAG2jowBzuAbqK3zE9VdaO5qgbcJmc&xkcb=SoD467M356-jDNSgKB0IbzkdCdPP&fccid=c6ef3f4433a2b9ac&vjs=3,Data Scientist,American Savings Bank,,"Honolulu, HI 96817 
(Kalihi-Palama area)","$130,000 - $208,800 a year","Collaborates with 1) Fraud prevention/detection teams and Operations to understand business needs, data generating process, system capability, and potential…",data,,,,,,Easily apply,,,,,,,,,,,,,,,,,,,(Kalihi-Palama area),,,,,
https://www.indeed.com/rc/clk?jk=1bbb1bb318dd0fee&bb=JM-mkRmk9DVVVhmukXKkxYv4CO2ZDI7_JAn0sjeRVLs4FuGpUFfSz0KLLfsvGgOiZDUPMHC_iH8UjO_cmnnjZIgXqYUHLC4sus7298fGOTMqxOq0Q8Gyng%3D%3D&xkcb=SoB267M356-jDNSgKB0PbzkdCdPP&fccid=cbfa56f19cc95796&vjs=3,Associate Data Scientist,KBR,,"Hybrid work in Jacksonville, FL 32034",Full-time,"Experience: 2 years of experience as a data scientist with a proven track record in machine learning, neural networks, and natural language processing.",data,scientist,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrb6ash76584s&jk=1bbb1bb318dd0fee&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D9Gb-geqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=9acbfe50476ae963&bb=JM-mkRmk9DVVVhmukXKkxYie319tajSJot5wH29W1P3rCofByGpo_OUBhMbppo0QES_RXy235WnbqWJ0j27M3Z7QvYW-Q-1WY_EA7Ab-DuD3d-tZHS0O0qcTiVRaGD8I&xkcb=SoDC67M356-jDNSgKB0ObzkdCdPP&fccid=65a610215742c669&vjs=3,Machine Learning Engineer II,American Express Global Business Travel,,"Chicago, IL","$60,000 - $120,000 a year","Utilize AI techniques, including machine learning, deep learning, generative AI, and statistical modeling, to develop and implement mathematical models and…",,,,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=d3098827f9ecdc9c&bb=JM-mkRmk9DVVVhmukXKkxY9ViHeeXBorjTwVjvtAhxkzp9Z-jlJFS_jRXNU25Y1qNAJOV21sdAxYcRt3-H56BEnymiD_5PO41nq2_ZN75iNHPelyPd0dVw%3D%3D&xkcb=SoBf67M356-jDNSgKB0NbzkdCdPP&fccid=49a5c211e884fc9a&vjs=3,Undergraduate Assistant - Data and Analytics Assistants,East Carolina University,,North Carolina,,Maintain organized documentation of data and project progress.,data,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,ECU Office of Innovation and Engagement is seeking several undergraduate students to assist with…,,,,
https://www.indeed.com/rc/clk?jk=c036f2d63dcd8f3a&bb=JM-mkRmk9DVVVhmukXKkxR9qJb-FSj4JuZsDV1PbNzc8hZL3QEEx7Rz4PMllFj2cwf9lUmDpjiBJM1nSM9t1oXUgp2amBhQN_Zlqzf9J2KmHQGqztsQxAw%3D%3D&xkcb=SoDr67M356-jDNSgKB0MbzkdCdPP&fccid=77497f17f1e3f586&vjs=3,Client Services Provider-Data Scientist,Auburn University at Montgomery,,"Montgomery, AL 36117","$95,000 a year",Stay up to date on the latest trends and techniques in data science and machine learning.,data,,,Full-time,,,,,,,,,,,,,,,,,,,,,,,The successful candidate will be responsible for designing and…,,,,
https://www.indeed.com/rc/clk?jk=8d66f46e1bd1464c&bb=JM-mkRmk9DVVVhmukXKkxRAnXLx_JIGMK7L7QHPszrq5RaFnnP69G7f48gfDYRC6YezK_n4lIHSpcopO9rAZbyNpCCTE6KNvWPWr2xgXtW9ztC2StWjDDziFOrxZwLjb&xkcb=SoAC67M356-jDNSgKB0DbzkdCdPP&fccid=4e041af1d0af1bc8&vjs=3,Advanced Analytics Data Scientist,Booz Allen,,"Dahlgren, VA","$75,600 - $172,000 a year","2+ years of experience with data exploration, data cleaning, data analysis, data visualization, or data mining.",data,data,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrb6ash76584s&jk=8d66f46e1bd1464c&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D4k3qhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View similar jobs with this employer,,,,,,,,,,,,,,data,,,2+ years of experience with AI/ML application.,data,data,,
https://www.indeed.com/rc/clk?jk=bbd1de1eba264e4a&bb=JM-mkRmk9DVVVhmukXKkxdDdLIq5RmQQ-lMie7jc1jE65IB75lrSWSxHRQGXeJuwmtuGANIzei1XT_z-cD-KD2RrhONIw7OgQDGbQoeH3gV2he1CHjKxHA%3D%3D&xkcb=SoC267M356-jDNSgKB0CbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3,"Senior Business Data Scientist, AI and Data Engineering",Google,,"Mountain View, CA",Full-time,"6 years of experience in data science or quantitative analytics with a focus on statistical modeling, machine learning, and AI.",data,,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrb6ash76584s&jk=bbd1de1eba264e4a&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D5gqqhAiCglub3JtdGl0bGUaFXNlbmlvciBkYXRhIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=8ade5224954f6a22&bb=JM-mkRmk9DVVVhmukXKkxb_s3R-o1T_ViHX4us7P4-hvYaccAiQlyBUqpgco06PJKw5EowvPVBEhQJjilsh_1m-BpBL71ieooTkxQw_wSEzGCYAJiJVTWJFGW4phRgNV&xkcb=SoAr67M356-jDNSgKB0BbzkdCdPP&fccid=4d843c4c95d4b3bd&vjs=3,Senior Financial Planning & Data Analyst,Quick Quack Car Wash,,"Rocklin, CA 95765",Full-time,Advanced data analytics skills and experience.,data,data,Pay information not provided,,,,Easily apply,,,,"Employer
Active 3 days ago",Employer,,,,,,,,,,,,data,,,"10+ years of finance, data analytics and FP&A experience.",,,,
https://www.indeed.com/rc/clk?jk=85fb9be5ba1432b4&bb=JM-mkRmk9DVVVhmukXKkxSrwK6GyjmWQiOCZsgLOKVG3h0JBfPzBblvADvwmcnleaoMwh3FJuV2m0dU0mheg7J-AoUrFPZObkRsNlfOZT-uPdztmuWjCavTvPOzEm9P3&xkcb=SoCf67M356-jDNSgKB0AbzkdCdPP&fccid=e290923a98afee94&vjs=3,Data Scientist - Victim Services Grants Management,ICF,,"Reston, VA 20190","$84,533 - $143,706 a year",7+ years of data science experience ranging from data analytics design to deployment to implement business solutions based on data insights with expertise in…,data,data,,Full-time,,,,,,,,,,,,,,,,,,,,data,,,,,,,
https://www.indeed.com/rc/clk?jk=625d11bfe43c8130&bb=qnpupBAf_6MXIbSDVIKyO1FYq9GK0IVXsOto8oBSLjtVdIHI_QU8V-3Rl_h1ltpUasX2y7JPgQI_2psup2o4_hf0jFTUS5tK3yGTty2zaGp9Bh8mbXcxRlnHrlJGkMLk&xkcb=SoDx67M356-iiMygKB0LbzkdCdPP&fccid=601d247dd15a77e6&vjs=3,Sr. Data Scientist,Global Payments,,"Atlanta, GA 30326 
(North Buckhead area)",Full-time,"Implements data and analytics solutions, through data science techniques, that solve business problems and create business value.",data,data,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,(North Buckhead area),,,,,
https://www.indeed.com/rc/clk?jk=21d70ee9a319aa38&bb=qnpupBAf_6MXIbSDVIKyO_BLFqGxEQyTpcc24_nOFs_e_8p6Ep55y9VnxDCf2B9bvlFjSStQROjUYk0w3hKiSjQYCBwfLAi7LBqFl9zHaS0uo8jtlwKLQA%3D%3D&xkcb=SoBF67M356-iiMygKB0KbzkdCdPP&fccid=be3b11aa573faee7&vjs=3,Senior Data Scientist,CVS Health,,"Hybrid work in Wellesley, MA 02481","$111,240 - $222,480 a year","Generate insights, build machine learning, deep learning and statistical predictive models and develop analytical approaches which form the foundation for…",,,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrba5pi8rp83b&jk=21d70ee9a319aa38&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D_n9whWqECIKCW5vcm10aXRsZRoVc2VuaW9yIGRhdGEgc2NpZW50aXN0,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=1e64f9ba48de25ec&bb=qnpupBAf_6MXIbSDVIKyO90wYBHfmuMIxWLGczCvX3uZGa2b7MAyBz6ZS1x7HyQSR7pg6EWNePlgPRepw9bZuvx6Ycv4l50tlJ4agD2NnEuLTh60BaxmgQ%3D%3D&xkcb=SoDY67M356-iiMygKB0JbzkdCdPP&fccid=efb44210021cb00e&vjs=3,Sr Data Scientist,University of Phoenix,,"Remote in Phoenix, AZ","$105,000 a year","Medical, dental and vision plans; Flexible Spending Accounts; Health Savings Accounts; Life and Disability insurance; and our Wellness incentive program;",,,,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=2229b8b3013d92ae&bb=qnpupBAf_6MXIbSDVIKyO8qWsjTX1802kLzQbn589cy3IGJjBBk0D3glgQyAL6gLMHrNc1iJmsWcrApyNkRRDUDCp2WQVCBXPRJDr1-2r7QUJ4bU-ITYsLrmmbJ49pYV&xkcb=SoBs67M356-iiMygKB0IbzkdCdPP&fccid=3e25276eb04aa9fc&vjs=3,"Open Rank Tenure Line Faculty in Data Science, Machine Learning, and Artificial Intelligence",Texas State University,,"San Marcos, TX 78666",Tenure track,"Our faculty are actively engaged in transformative research across diverse areas, with particular strengths in artificial intelligence and machine learning,…",,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=623b7383e7e4dcc5&bb=qnpupBAf_6MXIbSDVIKyO_VcbvfI09x25MjbV38sX6BLakgWsdZnC4DQA1_G0zO6mobhGeoUJ9jd7j_8ufuR123zSrdKCsKLHtm1jN474ZIs0-qpi1by0g%3D%3D&xkcb=SoDi67M356-iiMygKB0PbzkdCdPP&fccid=26727f1861532c63&vjs=3,Senior Protein Design Data Scientist,Lawrence Livermore National Laboratory,,"Hybrid work in Livermore, CA","$93,204 - $204,636 a year","This role requires an interdisciplinary approach, including knowledge of data science, machine learning, and biological data.",data,,,Full-time,,,,,,,,,,,,,,,,,,,,,,,The dissemination of library data.,,,,
,,,,,,,,,,,,,,,,,,,Strengthen your profile,Save,Skip,,,Do you have this skill: Communication skills?,Communication skills,*,Yes,No,We'll use this to show jobs you may be qualified for.,,,,,,,,
https://www.indeed.com/rc/clk?jk=0b83de36761f79bd&bb=qnpupBAf_6MXIbSDVIKyO7v1dA-pe9eph3zh2tbSluheIIanrlRn_iK3KO3HZmjtskIHkxL2xXcoV3xN79iqrahi6se8SQxluX_e3_u6YTZcIA9uiwM-Byn4rgXwMREQ&xkcb=SoBW67M356-iiMygKB0ObzkdCdPP&fccid=98700fb29cb2df2b&vjs=3,Decision Scientist,Addx Corporation,,"Alexandria, VA 22311",,"Support project cycle processes to ensure compliance with regulatory, performance, schedule, and budget requirements.",,,Pay information not provided,,,,Easily apply,,,,,,,,,,,,,,,,,,,,Document and consolidate test results.,,,,
https://www.indeed.com/rc/clk?jk=7f17fff19e07f438&bb=qnpupBAf_6MXIbSDVIKyOwEx7GfNJ3v5b1kUGQFekXTMe5VYIl1GIsHdy6oB1uHF0nB5RmSctPch_Od1Rv9ksCXMtT6rooix2rfrHB7AXhFmyrvUrxlQtJb3Z_NNYlcl&xkcb=SoDL67M356-iiMygKB0NbzkdCdPP&fccid=15d9a0a552b56cbc&cmp=primesoftinc&ti=Senior+Data+Scientist&vjs=3,Sr. Data Scientist (W2 Position) (10+ Years),Primesoftinc,,,$50 - $55 an hour,"Possess a deep understanding of data analytics with a strong focus on creating and managing Power BI reports and dashboards, as well as developing tools in…",data,,,Contract,8 hour shift,,Easily apply,,,,,,,,,,Remote,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=1a930c985a68b4dc&bb=qnpupBAf_6MXIbSDVIKyO0JoUksT2x_QkzOu9nNwJXui0M69Sh2KQNwFYQO2-2eyOHVBnjpQ6Vao7ia_WF-RrVe328D7C9x3CV1BL3TwrYx6aILcrLPEXndXRBjJ9ao5&xkcb=SoB_67M356-iiMygKB0MbzkdCdPP&fccid=6c527578251bc5e1&vjs=3,"Manager, Data Science - Healthcare - AI, ML, Python",ICON Plc,,"Hybrid work in Blue Bell, PA",Full-time,"Significant experience in data science, analytics, or a related role within a clinical research or healthcare setting, including at least 2 years managing a…",data,,Typically responds within 1 day,,,,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=16f62449d738860c&bb=qnpupBAf_6MXIbSDVIKyO4eaS8ErtgwxC7tTfhC6DIX8-RhjQ-iqMTi0Dj1Bnmg4z1r29XyZ4Yhqpj9wRWAeZ_WXZHIM6QIi2Ey6GlRKPUbqbG6oz2BW38Cz5muBYtzu&xkcb=SoCW67M356-iiMygKB0DbzkdCdPP&fccid=0c82f288dd6edc3c&vjs=3,Data Scientist (Demand Planning Statistician),Nestlé Purina Pet Care,,"St. Louis, MO",,"Advanced Analytics: Apply predictive analytics, optimization, and visualization techniques in order to understand, describe, and predict data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=e915c9781d1c88d1&bb=qnpupBAf_6MXIbSDVIKyO5aepLqvG_xlaDdPS94n0NwFEKZ1mHIBxaCX-rRTIJKkXHO9dPOxkkEoLhtVFgbmvs68hynMMBn9UlUixylcKFkmKj-6-EjIng%3D%3D&xkcb=SoAi67M356-iiMygKB0CbzkdCdPP&fccid=659d7ed1b53f4cd4&vjs=3,"Specialist, Data Scientist",Northern Trust Corp.,,"Chicago, IL 60603 
(The Loop area)",Full-time,"In this role, you will set data strategy, provide direction on analytic products and ensure data engineering resources deliver on ITSM data needs to the…",data,data,Pay information not provided,,,,,,,,,,,,,,,,,,,,,data,,(The Loop area),,,,,
https://www.indeed.com/rc/clk?jk=b50c34abcd9a56b6&bb=qnpupBAf_6MXIbSDVIKyO1fiOIYPrR1kS3r2Ok0L4M1vtnPzytK-LOjdn2MXaRVKHv0JwMWUyRh8eKefNqcIYyPUXXkCtqfur4wE1vY9DElUWalZPohmypu9UW3gt6wt&xkcb=SoC_67M356-iiMygKB0BbzkdCdPP&fccid=d70fc00a0c9d689f&vjs=3,AI/ML Engineer,Impetus Technologies,,"Phoenix, AZ",,"Experience: 10-12 years in ML engineering, with hands-on Python and GCP ML services expertise.",,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,Analytical Edge: Strong problem-solving skills and a knack for…,,,,
https://www.indeed.com/rc/clk?jk=33fea5fdafe142e9&bb=qnpupBAf_6MXIbSDVIKyO3UpNnRBh4eLFoyf0COoZRqLRaUfN6dD3uvFVljSQqSq7UEESnq0ab945f_pM6aRHZUEKGBMoxF3jltFwmEnjJC1iBf0eCUDZ4hQ82kVk4DZ&xkcb=SoAL67M356-iiMygKB0AbzkdCdPP&fccid=d0b4ffc95bf8e333&vjs=3,Data Modeling Scientist II,Advanced Acoustic Concepts,,"Great River, NY 11739","$81,800 - $105,000 a year","We offer a full spectrum of benefits including healthcare benefits, paid time off, holidays, tuition assistance, life insurance, short/long term disability and…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=200331f6ddf52f86&bb=qnpupBAf_6MXIbSDVIKyO_DrlZbQon5ZjX6ccwEv7AYmBNPSdrUcGZDg1Ejp84Ib3NZ8BEaq5sAlpH-DuroW21G2Aj6x_7TUlztOHlV0nmcR5jO32_6m23xWdL9m8_1x&xkcb=SoCF67M356-iiMygKB0HbzkdCdPP&fccid=bb384ca0a6d3d491&vjs=3,Senior Master Data Analyst,Nestlé Health Science,,"Sudbury, MA",Full-time,"The Senior Analyst, Master Data is responsible for creation of product master data in the system, analyzing data defects, identifying root causes and driving…",Data,data,Pay information not provided,,,,,,,,,,,,,,,,,,,,,data,,,,,,,
https://www.indeed.com/rc/clk?jk=a25da84134d0222f&bb=qnpupBAf_6MXIbSDVIKyO2NrmLbw-d02WUJ5wRBEJcU5H0wjFYJWsA-MMME2LU67Y1QymTZn9yDnCNM5oq_K3__ExZ7u-QLf4-34or4wMpNzHJH_b4gCbj5BQ4ybKg1A&xkcb=SoAx67M356-iiMygKB0GbzkdCdPP&fccid=12626f295bf6a003&vjs=3,Data Scientist - Clearance Required,Logistics Management Institute,,"Colorado Springs, CO","$88,000 - $185,000 a year","Collaborate with an integrated team of data scientists, data analysts, and functional SMEs to develop analytical requirements, identify key data elements,…",data,scientists,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrba5pi8rp83b&jk=a25da84134d0222f&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D4P-SaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,data,,,,data,,,
https://www.indeed.com/rc/clk?jk=aa8f60ecd7500c2b&bb=qnpupBAf_6MXIbSDVIKyOyUZ0XPjCTrgQtwITB8QpqOES6q-y_8zfZLUxKRfJTzbTZMAyv0-FPeYNWKcSkU_vHKMxZR8n-pTDdBgnL8d5LWw_c-bN77IpNVSoKtK-MzZ&xkcb=SoCs67M356-iiMygKB0FbzkdCdPP&fccid=5791c549ac3c0a40&vjs=3,"Sr. Data Scientist, Strategic Analytics",Arch Capital Group Ltd.,,"Farmington, CT","$116,000 - $130,000 a year","This includes working with artificial intelligence/machine learning, computer vision, NLP, OCR/IDP, and algorithmic-based actions.",,,,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=568f91027dae343f&bb=hNU_oMyemI2xMHF_NONN6mVh8aaAFkTSrj1qZPRViez5Rghfwvi_fizokBWXYz8kVi7RC-E4tjv0TpciI5-a_S9hu3u-2kgl5kWgFxHhkrrqLZdOHFeSJQ%3D%3D&xkcb=SoCp67M356-iFwSgKB0LbzkdCdPP&fccid=afbf8c270610a38a&vjs=3,Data Science Senior Advisor - Evernorth Health Services - Hybrid,The Cigna Group,,"St. Louis, MO 63110",Full-time,"As a member of the Evernorth Research Institute (ERI) Data Science (DS), DS Senior Advisor is responsible for leading and enabling artificial intelligence (AI)…",Data,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=fa8e42aa76fef73d&bb=hNU_oMyemI2xMHF_NONN6nm5Td9GRN62Nr01Ktn9CrnsYQHDOo_ub3CW8kZofmnqEbWH513VO1Q04hGfrmN4--Wpqe72ZtiGOK75nVVUZnED14fDwyWmQw%3D%3D&xkcb=SoAd67M356-iFwSgKB0KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Applied Scientist I, Marketplace Intelligence, Sponsored Products",Amazon.com Services LLC,,"New York, NY","$129,400 - $212,800 a year","Master's degree in computer science, mathematics, statistics, machine learning or equivalent quantitative field.",,,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrbe0hj72c81b&jk=fa8e42aa76fef73d&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D-kNqhAWCglub3JtdGl0bGUaCXNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=3d620a3abe446c71&bb=hNU_oMyemI2xMHF_NONN6grSNTDko2PNfa99NUVZfZeLSBrZIm3smAVbt94o7hOQgEeGCDS2PECoGCpJy5PPigG-nDrFGkhXDS-vOkNQCk_7S4sqd5Ghdw%3D%3D&xkcb=SoCA67M356-iFwSgKB0JbzkdCdPP&fccid=329dd051ee52db36&vjs=3,AI/machine learning for performance-enhancing drug identification,Princeton University,,"Princeton, NJ 08544",,"This opportunity will prepare the incumbent for a range of competitive positions in academia or industry that involve computational biology/chemistry, machine…",,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=5794d5c98efcd70c&bb=hNU_oMyemI2xMHF_NONN6tl0IM3lU1tGIhlD_dqm6RJrvCuMcnKzUq3mlok-G64TgzqXCMEoYl-J6bvi4ZPUC4OcERFRSkpO_BZAkFhD_DjX9lDMF3hqsg%3D%3D&xkcb=SoA067M356-iFwSgKB0IbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,"Business Intelligence Engineer, Search Data Science",Amazon.com Services LLC,,"Seattle, WA","$89,600 - $185,000 a year","We are looking for a Business Intelligence Engineer to build metrics, deep dive and generate insights to improve the customer experience with a high level of…",,,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrbe0hj72c81b&jk=5794d5c98efcd70c&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D-kNqhAsCglub3JtdGl0bGUaH2J1c2luZXNzIGludGVsbGlnZW5jZSBkZXZlbG9wZXI%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=9ea86c741b4653fb&bb=hNU_oMyemI2xMHF_NONN6lc1mfYC9TScgmfM6clU4cSreqmlhfuGsG3lft-74HhMX7QYsjPVtEJnCF37JmKtoJzHcRrG_EEKKZtZHUPpGJ-5VOOsiysXOA%3D%3D&xkcb=SoC667M356-iFwSgKB0PbzkdCdPP&fccid=6f49e88f14c18b75&vjs=3,Global Learning Data & Insights Lead,Mars,,"Chicago, IL 60601",Full-time,"Apply predictive analytics and machine learning models to forecast learning needs, employee development paths, and talent management trends, providing…",,,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrbe0hj72c81b&jk=9ea86c741b4653fb&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D4CXEaoQHQoJbm9ybXRpdGxlGhBkYXRhIGNlbnRlciBsZWFk,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Strengthen your profile,Save,Skip,,,Do you have this skill: Communication skills?,Communication skills,*,Yes,No,We'll use this to show jobs you may be qualified for.,,,,,,,,
https://www.indeed.com/rc/clk?jk=0d6181fc5d9153ae&bb=hNU_oMyemI2xMHF_NONN6knJjYEjDRLwjN96OGHOJuZLHY5xFhPMfZHCplMLocmdi9QSOkL-7Owz_wle_b2nMGP1E04zUnf5NJ0mixJG3lAN6oeMWb3h97fTQkY04ZHf&xkcb=SoAO67M356-iFwSgKB0ObzkdCdPP&fccid=e69f69636a9997cd&vjs=3,Senior Data Scientist,United Airlines,,"Chicago, IL",Full-time,"4+ years of core data science with bachelor's degree in relevant field (Stats, Math, ML) OR 2+ years of core data science w/ Masters degree in relevant field OR…",data,data,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=67c5a59a5a6a836f&bb=hNU_oMyemI2xMHF_NONN6lo3rWwP5FAuM3abjIsIvQACmNGdT4GFK1H_uZQCrbzGcMWY_HA41ItOTjWqD9gjFG9E_2xfKrxc87fcRN2yMkqKU0d1C_JJRQ%3D%3D&xkcb=SoCT67M356-iFwSgKB0NbzkdCdPP&fccid=02c3642d72b15da7&vjs=3,Supervisory Data Scientist,US Veterans Health Administration,,"Palo Alto, CA 94304","$152,105 - $191,900 a year","Collaborates with clinical and non-clinical services throughout the entire health care system to track and monitors staffing needs, requests, and development of…",,,,"Full-time
+1","Monday to Friday
+2",+1,,,,,,,,,,,,,,,,,,,+2,,,,,,
https://www.indeed.com/rc/clk?jk=54e1986357a35cd2&bb=hNU_oMyemI2xMHF_NONN6li6f5r91dFcyJY2Um4HpacbxT8qP2CFUim-UljHz7GOCLaFMMjPAb7dl5tea3JG4rMm8vas6W_-KTBj88hwI1p8HFUUf0F3fw%3D%3D&xkcb=SoAn67M356-iFwSgKB0MbzkdCdPP&fccid=fb19e26fb0900ff5&vjs=3,Data Scientist - Center for Global Health Practice and Impact,Georgetown University,,"Washington, DC 20007 
(Georgetown area)","$54,616.00 - $100,493.33 a year","Maintain, customize, and manage the Center’s information system with a focus on data warehousing, quality assurance, and visualization.",data,,,Full-time,,,,,,,,,,,,,,,,,,,,,,(Georgetown area),,,,,
https://www.indeed.com/rc/clk?jk=f32bf20e1f7f2e93&bb=hNU_oMyemI2xMHF_NONN6kgrGQ3U1bs80_ZrrEFIax4uc0Z0JX8lvfQCkzIppmrA1Q-VV4faDYFKXi3SmmFPhGe1Zfc3fISa7pficKq1ylWrdaiLWhbtYQ%3D%3D&xkcb=SoDO67M356-iFwSgKB0DbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3,Principal Data Scientist,Microsoft,,"Redmond, WA 98052 
(Overlake area)","$137,600 - $294,000 a year","We work on novel technologies including analytics on GPUs, container technologies, graph databases, infrastructure and models for LLMs and data-science, machine…",,,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrbe0hj72c81b&jk=f32bf20e1f7f2e93&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D6khqhAlCglub3JtdGl0bGUaGHByaW5jaXBhbCBkYXRhIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,(Overlake area),,,,,
